sep=;
"Version";"4"
"Language";"en-US"
"Local export date";"10.12.2025 18:27:22"
"Export UTC date";"2025-12-10T16:27:22.658Z"
"Time zone";"Europe/Bucharest"
"User name";"batuberen428@gmail.com"
"Level";"System"
"System ID";"12343480"
"System name";"Mustafa Kizmazoglu "
"";""
"Time period";"Power [W]"
"11/29/2025 12.15 AM";"0"
"11/29/2025 12.30 AM";"0"
"11/29/2025 12.45 AM";"0"
"11/29/2025 01.00 AM";"0"
"11/29/2025 01.15 AM";"0"
"11/29/2025 01.30 AM";"0"
"11/29/2025 01.45 AM";"0"
"11/29/2025 02.00 AM";"0"
"11/29/2025 02.15 AM";"0"
"11/29/2025 02.30 AM";"0"
"11/29/2025 02.45 AM";"0"
"11/29/2025 03.00 AM";"0"
"11/29/2025 03.15 AM";"0"
"11/29/2025 03.30 AM";"0"
"11/29/2025 03.45 AM";"0"
"11/29/2025 04.00 AM";"0"
"11/29/2025 04.15 AM";"0"
"11/29/2025 04.30 AM";"0"
"11/29/2025 04.45 AM";"0"
"11/29/2025 05.00 AM";"0"
"11/29/2025 05.15 AM";"0"
"11/29/2025 05.30 AM";"0"
"11/29/2025 05.45 AM";"0"
"11/29/2025 06.00 AM";"0"
"11/29/2025 06.15 AM";"0"
"11/29/2025 06.30 AM";"0"
"11/29/2025 06.45 AM";"0"
"11/29/2025 07.00 AM";"20"
"11/29/2025 07.15 AM";"132"
"11/29/2025 07.30 AM";"256"
"11/29/2025 07.45 AM";"460"
"11/29/2025 08.00 AM";"540"
"11/29/2025 08.15 AM";"1,116"
"11/29/2025 08.30 AM";"1,776"
"11/29/2025 08.45 AM";"1,572"
"11/29/2025 09.00 AM";"2,048"
"11/29/2025 09.15 AM";"2,280"
"11/29/2025 09.30 AM";"2,484"
"11/29/2025 09.45 AM";"2,348"
"11/29/2025 10.00 AM";"3,692"
"11/29/2025 10.15 AM";"3,668"
"11/29/2025 10.30 AM";"3,312"
"11/29/2025 10.45 AM";"3,800"
"11/29/2025 11.00 AM";"3,724"
"11/29/2025 11.15 AM";"3,156"
"11/29/2025 11.30 AM";"2,576"
"11/29/2025 11.45 AM";"3,936"
"11/29/2025 12.00 PM";"3,904"
"11/29/2025 12.15 PM";"3,800"
"11/29/2025 12.30 PM";"3,708"
"11/29/2025 12.45 PM";"2,916"
"11/29/2025 01.00 PM";"3,300"
"11/29/2025 01.15 PM";"2,664"
"11/29/2025 01.30 PM";"2,688"
"11/29/2025 01.45 PM";"2,164"
